monument_id,value_id,raw_designation_object_or_purpose,normalized_value_family,concise_public_description,evidence_document_id,source_section_or_page,confidence,verification_date
nm_ca_california_coastal,nm_ca_california_coastal_value_04,"Distributed rocks, islands, reefs, pinnacles, and coastal headlands.",Scenic / landscape,"Distributed rocks, islands, reefs, pinnacles, and coastal headlands.",nm_ca_california_coastal_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,Medium-High,2026-08-09
nm_ca_carrizo_plain,nm_ca_carrizo_plain_value_01,Native grassland and alkali-flat ecosystems with important wildlife habitat.,Ecological / biological,Native grassland and alkali-flat ecosystems with important wildlife habitat.,nm_ca_carrizo_plain_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_carrizo_plain,nm_ca_carrizo_plain_value_02,San Andreas Fault and associated geomorphic features.,Geological / geomorphic,San Andreas Fault and associated geomorphic features.,nm_ca_carrizo_plain_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_carrizo_plain,nm_ca_carrizo_plain_value_03,Archaeological and historic landscape values.,Cultural / archaeological / historic,Archaeological and historic landscape values.,nm_ca_carrizo_plain_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_cascade_siskiyou,nm_ca_cascade_siskiyou_value_01,Exceptional biological diversity at the convergence of multiple ecological regions.,Ecological / biological,Exceptional biological diversity at the convergence of multiple ecological regions.,nm_ca_cascade_siskiyou_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,Medium-High,2026-08-09
nm_ca_cascade_siskiyou,nm_ca_cascade_siskiyou_value_02,Complex geology and landscape transitions.,Geological / geomorphic,Complex geology and landscape transitions.,nm_ca_cascade_siskiyou_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,Medium-High,2026-08-09
nm_ca_cascade_siskiyou,nm_ca_cascade_siskiyou_value_03,Watersheds and aquatic-resource context contribute to ecological values.,Hydrologic / aquatic,Watersheds and aquatic-resource context contribute to ecological values.,nm_ca_cascade_siskiyou_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,Medium-High,2026-08-09
nm_ca_cascade_siskiyou,nm_ca_cascade_siskiyou_value_04,Archaeological and historic resources.,Cultural / archaeological / historic,Archaeological and historic resources.,nm_ca_cascade_siskiyou_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,Medium-High,2026-08-09
nm_ca_castle_mountains,nm_ca_castle_mountains_value_01,"Joshua tree forests, rare desert grasslands, and intact Mojave Desert ecosystems.",Ecological / biological,"Joshua tree forests, rare desert grasslands, and intact Mojave Desert ecosystems.",nm_ca_castle_mountains_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_castle_mountains,nm_ca_castle_mountains_value_02,Long human history in the Castle Mountains landscape.,Cultural / historic,Long human history in the Castle Mountains landscape.,nm_ca_castle_mountains_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_castle_mountains,nm_ca_castle_mountains_value_03,Unbroken desert landscape and mountain views.,Scenic / landscape,Unbroken desert landscape and mountain views.,nm_ca_castle_mountains_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_cesar_e_chavez,nm_ca_cesar_e_chavez_value_01,"Life, work, and legacy of César Chávez and the farm worker movement.",Cultural / historic,"Life, work, and legacy of César Chávez and the farm worker movement.",nm_ca_cesar_e_chavez_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_cesar_e_chavez,nm_ca_cesar_e_chavez_value_02,Nationally significant labor and civil-rights history centered at La Paz.,Civil rights / labor history,Nationally significant labor and civil-rights history centered at La Paz.,nm_ca_cesar_e_chavez_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_chuckwalla,nm_ca_chuckwalla_value_01,"Ancestral homelands, sacred places, travel routes, and cultural landscapes important to Tribal Nations.",Tribal / Indigenous cultural significance,"Ancestral homelands, sacred places, travel routes, and cultural landscapes important to Tribal Nations.",nm_ca_chuckwalla_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_chuckwalla,nm_ca_chuckwalla_value_02,Mojave/Sonoran desert ecosystems and habitat connectivity.,Ecological / biological,Mojave/Sonoran desert ecosystems and habitat connectivity.,nm_ca_chuckwalla_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_chuckwalla,nm_ca_chuckwalla_value_03,Scientific and geological features across the desert landscape.,Geological / scientific,Scientific and geological features across the desert landscape.,nm_ca_chuckwalla_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_chuckwalla,nm_ca_chuckwalla_value_04,"Historic travel, mining, military, and public-land history.",Cultural / historic,"Historic travel, mining, military, and public-land history.",nm_ca_chuckwalla_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_devils_postpile,nm_ca_devils_postpile_value_01,Columnar-jointed volcanic formation known as Devils Postpile.,Geological / geomorphic,Columnar-jointed volcanic formation known as Devils Postpile.,nm_ca_devils_postpile_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_devils_postpile,nm_ca_devils_postpile_value_02,Rainbow Falls and Middle Fork San Joaquin River setting.,Hydrologic / aquatic,Rainbow Falls and Middle Fork San Joaquin River setting.,nm_ca_devils_postpile_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_devils_postpile,nm_ca_devils_postpile_value_03,"Sierra Nevada forest, meadow, and river ecosystems.",Ecological / biological,"Sierra Nevada forest, meadow, and river ecosystems.",nm_ca_devils_postpile_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_fort_ord,nm_ca_fort_ord_value_01,Military history and former Fort Ord landscape.,Cultural / historic,Military history and former Fort Ord landscape.,nm_ca_fort_ord_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_fort_ord,nm_ca_fort_ord_value_02,Rare coastal habitat and species values.,Ecological / biological,Rare coastal habitat and species values.,nm_ca_fort_ord_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_fort_ord,nm_ca_fort_ord_value_03,Extensive nonmotorized trail and recreation landscape.,Recreation / public-landscape context,Extensive nonmotorized trail and recreation landscape.,nm_ca_fort_ord_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_giant_sequoia,nm_ca_giant_sequoia_value_01,Giant sequoia groves and associated Sierra Nevada ecosystems.,Ecological / biological,Giant sequoia groves and associated Sierra Nevada ecosystems.,nm_ca_giant_sequoia_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_giant_sequoia,nm_ca_giant_sequoia_value_02,Scientific values of giant sequoia ecosystems and fire ecology.,Scientific,Scientific values of giant sequoia ecosystems and fire ecology.,nm_ca_giant_sequoia_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_giant_sequoia,nm_ca_giant_sequoia_value_03,Large-tree groves and dramatic Sierra landscapes.,Scenic / landscape,Large-tree groves and dramatic Sierra landscapes.,nm_ca_giant_sequoia_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_giant_sequoia,nm_ca_giant_sequoia_value_04,Long human use and cultural resources across the monument.,Cultural / archaeological / historic,Long human use and cultural resources across the monument.,nm_ca_giant_sequoia_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_lava_beds,nm_ca_lava_beds_value_01,Volcanic landscape and extensive lava-tube cave systems.,Geological / geomorphic,Volcanic landscape and extensive lava-tube cave systems.,nm_ca_lava_beds_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_lava_beds,nm_ca_lava_beds_value_02,Modoc cultural landscapes and continuing Tribal connections.,Tribal / Indigenous cultural significance,Modoc cultural landscapes and continuing Tribal connections.,nm_ca_lava_beds_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_lava_beds,nm_ca_lava_beds_value_03,Rock art and Modoc War-related historical resources.,Cultural / archaeological / historic,Rock art and Modoc War-related historical resources.,nm_ca_lava_beds_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_lava_beds,nm_ca_lava_beds_value_04,High-desert volcanic ecosystems.,Ecological / biological,High-desert volcanic ecosystems.,nm_ca_lava_beds_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_mojave_trails,nm_ca_mojave_trails_value_01,"Lava flows, dunes, mountain ranges, and other desert geologic features.",Geological / geomorphic,"Lava flows, dunes, mountain ranges, and other desert geologic features.",nm_ca_mojave_trails_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_mojave_trails,nm_ca_mojave_trails_value_02,Paleontological resources in the Mojave Desert landscape.,Paleontological,Paleontological resources in the Mojave Desert landscape.,nm_ca_mojave_trails_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_mojave_trails,nm_ca_mojave_trails_value_03,"Indigenous routes, Route 66 and other historic travel corridors.",Cultural / archaeological / historic,"Indigenous routes, Route 66 and other historic travel corridors.",nm_ca_mojave_trails_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_mojave_trails,nm_ca_mojave_trails_value_04,Large connected desert habitat and wildlife values.,Ecological / biological,Large connected desert habitat and wildlife values.,nm_ca_mojave_trails_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_muir_woods,nm_ca_muir_woods_value_01,Old-growth coast redwood forest and associated biodiversity.,Ecological / biological,Old-growth coast redwood forest and associated biodiversity.,nm_ca_muir_woods_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_muir_woods,nm_ca_muir_woods_value_02,Long-term ecological and forest research values.,Scientific,Long-term ecological and forest research values.,nm_ca_muir_woods_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_muir_woods,nm_ca_muir_woods_value_03,Conservation history and Coast Miwok cultural context.,Cultural / historic,Conservation history and Coast Miwok cultural context.,nm_ca_muir_woods_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_muir_woods,nm_ca_muir_woods_value_04,Old-growth redwood canyon landscape.,Scenic / landscape,Old-growth redwood canyon landscape.,nm_ca_muir_woods_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_san_gabriel_mountains,nm_ca_san_gabriel_mountains_value_01,Headwaters and watershed resources important to surrounding communities.,Hydrologic / aquatic,Headwaters and watershed resources important to surrounding communities.,nm_ca_san_gabriel_mountains_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_san_gabriel_mountains,nm_ca_san_gabriel_mountains_value_02,High biological diversity across steep elevational gradients.,Ecological / biological,High biological diversity across steep elevational gradients.,nm_ca_san_gabriel_mountains_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_san_gabriel_mountains,nm_ca_san_gabriel_mountains_value_03,Distinctive mountain geology and landforms.,Geological / geomorphic,Distinctive mountain geology and landforms.,nm_ca_san_gabriel_mountains_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_san_gabriel_mountains,nm_ca_san_gabriel_mountains_value_04,Indigenous and historic cultural resources.,Cultural / historic,Indigenous and historic cultural resources.,nm_ca_san_gabriel_mountains_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_san_gabriel_mountains,nm_ca_san_gabriel_mountains_value_05,Prominent mountain landscape adjoining the Los Angeles metropolitan region.,Scenic / landscape,Prominent mountain landscape adjoining the Los Angeles metropolitan region.,nm_ca_san_gabriel_mountains_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_sand_to_snow,nm_ca_sand_to_snow_value_01,Exceptional biodiversity from desert floor to alpine mountain environments.,Ecological / biological,Exceptional biodiversity from desert floor to alpine mountain environments.,nm_ca_sand_to_snow_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_sand_to_snow,nm_ca_sand_to_snow_value_02,Sacred and cultural landscapes and archaeological resources.,Tribal / Indigenous cultural significance,Sacred and cultural landscapes and archaeological resources.,nm_ca_sand_to_snow_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_sand_to_snow,nm_ca_sand_to_snow_value_03,"Headwaters, springs, and watershed resources.",Hydrologic / aquatic,"Headwaters, springs, and watershed resources.",nm_ca_sand_to_snow_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_sand_to_snow,nm_ca_sand_to_snow_value_04,Strong elevational and geological transitions.,Geological / geomorphic,Strong elevational and geological transitions.,nm_ca_sand_to_snow_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_sand_to_snow,nm_ca_sand_to_snow_value_05,Large connected desert-to-mountain landscape.,Scenic / landscape,Large connected desert-to-mountain landscape.,nm_ca_sand_to_snow_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_sattitla_highlands,nm_ca_sattitla_highlands_value_01,Ancestral homelands and culturally significant Sáttítla/Medicine Lake Highlands landscape.,Tribal / Indigenous cultural significance,Ancestral homelands and culturally significant Sáttítla/Medicine Lake Highlands landscape.,nm_ca_sattitla_highlands_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_sattitla_highlands,nm_ca_sattitla_highlands_value_02,Important source-water and groundwater recharge/headwater values.,Hydrologic / aquatic,Important source-water and groundwater recharge/headwater values.,nm_ca_sattitla_highlands_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_sattitla_highlands,nm_ca_sattitla_highlands_value_03,Volcanic Medicine Lake Highlands and scientific resources.,Geological / scientific,Volcanic Medicine Lake Highlands and scientific resources.,nm_ca_sattitla_highlands_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_sattitla_highlands,nm_ca_sattitla_highlands_value_04,"Rare flora, fauna, and high-elevation forest/wetland ecosystems.",Ecological / biological,"Rare flora, fauna, and high-elevation forest/wetland ecosystems.",nm_ca_sattitla_highlands_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_saint_francis_dam_disaster,nm_ca_saint_francis_dam_disaster_value_01,Site and landscape associated with the catastrophic 1928 Saint Francis Dam failure.,Cultural / historic,Site and landscape associated with the catastrophic 1928 Saint Francis Dam failure.,nm_ca_saint_francis_dam_disaster_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_saint_francis_dam_disaster,nm_ca_saint_francis_dam_disaster_value_02,Commemoration of victims and communities affected by the disaster.,Memorial / public history,Commemoration of victims and communities affected by the disaster.,nm_ca_saint_francis_dam_disaster_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_saint_francis_dam_disaster,nm_ca_saint_francis_dam_disaster_value_03,"Engineering, infrastructure, and disaster-history significance.",Scientific / engineering history,"Engineering, infrastructure, and disaster-history significance.",nm_ca_saint_francis_dam_disaster_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_santa_rosa_san_jacinto,nm_ca_santa_rosa_san_jacinto_value_01,Nationally significant biological resources.,Ecological / biological,Nationally significant biological resources.,nm_ca_santa_rosa_san_jacinto_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_santa_rosa_san_jacinto,nm_ca_santa_rosa_san_jacinto_value_02,Nationally significant cultural resources.,Cultural / historic,Nationally significant cultural resources.,nm_ca_santa_rosa_san_jacinto_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_santa_rosa_san_jacinto,nm_ca_santa_rosa_san_jacinto_value_03,Nationally significant geological resources.,Geological / geomorphic,Nationally significant geological resources.,nm_ca_santa_rosa_san_jacinto_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_santa_rosa_san_jacinto,nm_ca_santa_rosa_san_jacinto_value_04,Congressionally identified recreational values.,Recreation / public-landscape context,Congressionally identified recreational values.,nm_ca_santa_rosa_san_jacinto_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_santa_rosa_san_jacinto,nm_ca_santa_rosa_san_jacinto_value_05,Congressionally identified educational and scientific values.,Scientific / educational,Congressionally identified educational and scientific values.,nm_ca_santa_rosa_san_jacinto_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_tule_lake,nm_ca_tule_lake_value_01,Tule Lake Segregation Center and related World War II incarceration history.,Cultural / historic,Tule Lake Segregation Center and related World War II incarceration history.,nm_ca_tule_lake_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_tule_lake,nm_ca_tule_lake_value_02,Nationally significant history of Japanese American incarceration and civil liberties.,Civil rights / public history,Nationally significant history of Japanese American incarceration and civil liberties.,nm_ca_tule_lake_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
nm_ca_tule_lake,nm_ca_tule_lake_value_03,"Camp Tulelake, the Peninsula/Castle Rock, and associated incarceration landscape.",Cultural landscape,"Camp Tulelake, the Peninsula/Castle Rock, and associated incarceration landscape.",nm_ca_tule_lake_original,Authoritative proclamation/statute/agency summary; exact page extraction should be refreshed from packaged legal text when reacquired,High,2026-08-09
